category,c-upper,subcategory-1,sc-upper,subcategory-2,sc2-upper,name,name-upper,articul,color,size,,,image-src
Застёжки,ЗАСТЁЖКИ,Кожа,КОЖА,,,Застежка,ЗАСТЕЖКА,ЗК-2,Черный,"11,5х3 см",,,http://velmode.by/media/k2/items/cache/34570ba96cc3a4daee50221a47a4e2ec_L.jpg
Застёжки,ЗАСТЁЖКИ,Кожа,КОЖА,,,Застежка,ЗАСТЕЖКА,ЗК-3,Черный,"12,5х3,5 см",,,http://velmode.by/media/k2/items/cache/df1da44862bfbe0dd2169e4d14570593_L.jpg
Застёжки,ЗАСТЁЖКИ,Металл,МЕТАЛЛ,,,Застежка,ЗАСТЕЖКА,ЗМ-1,Темное серебро,3х1 см,,,http://velmode.by/media/k2/items/cache/8b0dca3b357fcee94cf1b8a6c08994ea_L.jpg
Застёжки,ЗАСТЁЖКИ,Металл,МЕТАЛЛ,,,Застежка,ЗАСТЕЖКА,ЗМ-10,Серебро,"3,4х1 см",,,http://velmode.by/media/k2/items/cache/bebada99aaa9847746eea59472544575_L.jpg
Застёжки,ЗАСТЁЖКИ,Металл,МЕТАЛЛ,,,Застежка,ЗАСТЕЖКА,ЗМ-11,Золото,"5,5х2,5 см",,,http://velmode.by/media/k2/items/cache/e9f3064a37460e22935d3df9e26e53bb_L.jpg
Застёжки,ЗАСТЁЖКИ,Металл,МЕТАЛЛ,,,Застежка,ЗАСТЕЖКА,ЗМ-12,Темное серебро,"6,8х2,7 см",,,http://velmode.by/media/k2/items/cache/97a787f8d6fb66aaef15fa858aa433ea_L.jpg
Застёжки,ЗАСТЁЖКИ,Металл,МЕТАЛЛ,,,Застежка,ЗАСТЕЖКА,ЗМ-13,Серебро,"6,5х3,3 см",,,http://velmode.by/media/k2/items/cache/5ef17ed4d733d4dc3519b291889643fe_L.jpg
Застёжки,ЗАСТЁЖКИ,Металл,МЕТАЛЛ,,,Застежка,ЗАСТЕЖКА,ЗМ-2,Золото,"5х2,5 см",,,http://velmode.by/media/k2/items/cache/84c42b9986b8cecdea81ed6abb66c108_L.jpg
Застёжки,ЗАСТЁЖКИ,Металл,МЕТАЛЛ,,,Застежка,ЗАСТЕЖКА,ЗМ-3,Темное серебро,"4,5х1,4 см",,,http://velmode.by/media/k2/items/cache/e561084e9220383c7204eb40f9bc13f1_L.jpg
Застёжки,ЗАСТЁЖКИ,Металл,МЕТАЛЛ,,,Застежка,ЗАСТЕЖКА,ЗМ-4,Серебро,"1,8х0,8 см",,,http://velmode.by/media/k2/items/cache/92c3523de61d06eebdc515f2babb64b9_L.jpg
Застёжки,ЗАСТЁЖКИ,Металл,МЕТАЛЛ,,,Застежка,ЗАСТЕЖКА,ЗМ-5,Темное серебро,"4,8х1,3 см",,,http://velmode.by/media/k2/items/cache/011e88ef4a8328e08be9d913808b8290_L.jpg
Застёжки,ЗАСТЁЖКИ,Металл,МЕТАЛЛ,,,Застежка,ЗАСТЕЖКА,ЗМ-6,Серебро,"4,8х1,3 см",,,http://velmode.by/media/k2/items/cache/5b62d01506bd8a53b6c4928e25fa9b8a_L.jpg
Застёжки,ЗАСТЁЖКИ,Металл,МЕТАЛЛ,,,Застежка,ЗАСТЕЖКА,ЗМ-7,Темное серебро,"3,3х1,6 см",,,http://velmode.by/media/k2/items/cache/65672688a4f4c8a57ea38e20056bdce1_L.jpg
Застёжки,ЗАСТЁЖКИ,Металл,МЕТАЛЛ,,,Застежка,ЗАСТЕЖКА,ЗМ-8,Серебро,"2,3х1 см",,,http://velmode.by/media/k2/items/cache/c07bdbd398dd4ac563358e095fc5d2e0_L.jpg
Застёжки,ЗАСТЁЖКИ,Металл,МЕТАЛЛ,,,Застежка,ЗАСТЕЖКА,ЗМ-9,Золото,2х1 см,,,http://velmode.by/media/k2/items/cache/28075211d6824084961c071e8b76c06b_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Вставки,ВСТАВКИ,,,Уголок,УГОЛОК,УЗ-1,Золото,4х3 см,,,http://velmode.by/media/k2/items/cache/ba0166c7a50d96eb270097f3f911e08a_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Вставки,ВСТАВКИ,,,Уголок,УГОЛОК,УЗ-2,Золото,"5,5х3 см",,,http://velmode.by/media/k2/items/cache/3dcbd8056f504532259e733a4b9e2ae3_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Вставки,ВСТАВКИ,,,Уголок,УГОЛОК,УЗ-3,Золото,"3х2,2 см",,,http://velmode.by/media/k2/items/cache/e213534406f5e673030b12a49a117407_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Вставки,ВСТАВКИ,,,Уголок,УГОЛОК,УЗ-5,Золото,"2,8х1,8 см",,,http://velmode.by/media/k2/items/cache/556202461533c16857a46ed5bfb7c21c_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Вставки,ВСТАВКИ,,,Уголок,УГОЛОК,УЗ-6,Золото,"2,2х1,8 см",,,http://velmode.by/media/k2/items/cache/d4ae67bb81032f6add66be1c1df07be9_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Вставки,ВСТАВКИ,,,Уголок,УГОЛОК,УЗ-7,Золото,см,,,http://velmode.by/media/k2/items/cache/fb5c27012bf7bd2b528a5fe03304bd91_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Вставки,ВСТАВКИ,,,Уголок,УГОЛОК,УН-1,Темное серебро,"2,5х1,9 см",,,http://velmode.by/media/k2/items/cache/3d3b7d5d68132cc424920deb43e754bb_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Горловины,ГОРЛОВИНЫ,,,Горловина,ГОРЛОВИНА,ГМЗ-1,Золото,23х3 см,,,http://velmode.by/media/k2/items/cache/7539a1b30386b8951ffea14c91e802dc_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Горловины,ГОРЛОВИНЫ,,,Горловина,ГОРЛОВИНА,ГМЗ-10,Золото,"11,5х8 см",,,http://velmode.by/media/k2/items/cache/7e64c4d2a4a242251ffdaa790b21fa01_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Горловины,ГОРЛОВИНЫ,,,Горловина,ГОРЛОВИНА,ГМЗ-11,Золото,"12,5х9,5 см",,,http://velmode.by/media/k2/items/cache/f7b9be29873ad525695063e6e748eae3_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Горловины,ГОРЛОВИНЫ,,,Горловина,ГОРЛОВИНА,ГМЗ-12,Золото,"13х4,5 см",,,http://velmode.by/media/k2/items/cache/78d607068cd064420401737e12f83bae_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Горловины,ГОРЛОВИНЫ,,,Горловина,ГОРЛОВИНА,ГМЗ-13,Золото,"15х2,5 см",,,http://velmode.by/media/k2/items/cache/e1e1ad60f07c4aa3ccbcb2973e9d7007_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Горловины,ГОРЛОВИНЫ,,,Горловина,ГОРЛОВИНА,ГМЗ-2,Золото,16х2 см,,,http://velmode.by/media/k2/items/cache/63ae8dd535459e6ddaa9950601158f8d_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Горловины,ГОРЛОВИНЫ,,,Горловина,ГОРЛОВИНА,ГМЗ-3,Золото,"13,5х4,5 см",,,http://velmode.by/media/k2/items/cache/3b3e749011568df066956f2034087c10_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Горловины,ГОРЛОВИНЫ,,,Горловина,ГОРЛОВИНА,ГМЗ-4,Золото,"17,5х2,7 см",,,http://velmode.by/media/k2/items/cache/4147ca3af8bf81f64b5d738c371bfecb_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Горловины,ГОРЛОВИНЫ,,,Горловина,ГОРЛОВИНА,ГМЗ-5,Золото,"16,5х4 см",,,http://velmode.by/media/k2/items/cache/7be335477876db854960134c6e137164_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Горловины,ГОРЛОВИНЫ,,,Горловина,ГОРЛОВИНА,ГМЗ-6,Золото,15х4 см,,,http://velmode.by/media/k2/items/cache/7a6409a35f8223f856dc99651cb33cb1_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Горловины,ГОРЛОВИНЫ,,,Горловина,ГОРЛОВИНА,ГМЗ-7,Золото,11х4 см,,,http://velmode.by/media/k2/items/cache/27b4275cdf67fac8ef7af010ec180724_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Горловины,ГОРЛОВИНЫ,,,Горловина,ГОРЛОВИНА,ГМЗ-8,Золото,"11,5х2 см",,,http://velmode.by/media/k2/items/cache/ae265ec8d02add74bcb0f72e47ec001b_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Горловины,ГОРЛОВИНЫ,,,Горловина,ГОРЛОВИНА,ГМЗ-9,Золото,9х1 см,,,http://velmode.by/media/k2/items/cache/82558bd755d4bf64f8b1324b360ed554_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,,,,,,http://velmode.by/media/k2/items/cache/9ecd376e5371efaef9aad9bc9143aed8_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,ЛЗ-1,Золото,"5,5х0,7 см",,,http://velmode.by/media/k2/items/cache/f50c152c7848dac24210d3ad3ad22154_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,ЛЗ-10,Золото,"5,5х1 см",,,http://velmode.by/media/k2/items/cache/3abb66d58aa91d2b7b16f08ee38a95c0_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,ЛЗ-11,Золото,"3,5х3 см",,,http://velmode.by/media/k2/items/cache/7ced67c0d648122bcae10129de981341_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,ЛЗ-2,Золото,"2,4х2 см",,,http://velmode.by/media/k2/items/cache/fe4bbe81600a40063594e597e00eb05b_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,ЛЗ-3,Золото,"2х0,5 см",,,http://velmode.by/media/k2/items/cache/5f9ec0b2e765a617089a13fe6f9b5c6d_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,ЛЗ-4,Золото,"3,4х1,3 см",,,http://velmode.by/media/k2/items/cache/f41bf091a4e18f2312495cc0e975d9f7_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,ЛЗ-5,Золото,"3,8х2,2 см",,,http://velmode.by/media/k2/items/cache/59b514757c03f4e14c006ca63de02928_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,ЛЗ-6,Золото,"3х0,7 см",,,http://velmode.by/media/k2/items/cache/de2df791682f079f8397226a3ff38bc7_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,ЛЗ-7,Золото,"4,5х0,7 см",,,http://velmode.by/media/k2/items/cache/3bd6583af5a14653b7b54db2c9fe7f3e_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,ЛЗ-8,Золото,"4,5х1,8 см",,,http://velmode.by/media/k2/items/cache/f9a9b7c9f33a923e5475b478a62125ae_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,ЛЗ-9,Золото,"4х2,5 см",,,http://velmode.by/media/k2/items/cache/68497d6cb194485d2759fde9466457b7_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,ЛН-1,Темное серебро,"3х0,8 см",,,http://velmode.by/media/k2/items/cache/7081cca2f9cd0c06f2cce9e93d01dda9_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,ЛС-1,Серебро,"2,5х0,3 см",,,http://velmode.by/media/k2/items/cache/8462850dbb62c4bd159ee1ad55df6950_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,ЛС-2,Серебро,"2,9х2 см",,,http://velmode.by/media/k2/items/cache/edab5e545cc8cf6a49faaa8a9ea6a3d0_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,ЛС-3,Серебро,"4,5х0,7 см",,,http://velmode.by/media/k2/items/cache/218fa54275e0e31c37b4e5091d9112ba_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,УПМ-1,Золото,"2х2,9 см",,,http://velmode.by/media/k2/items/cache/3b77d3f73b59742412f393cd0d264b14_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,УПМ-2,Золото,"2х1,5 см",,,http://velmode.by/media/k2/items/cache/58b053c805beeea9e04dde1724076741_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,УПМ-3,Золото,"7,5х1 см",,,http://velmode.by/media/k2/items/cache/6ddb2450462828abf9aabc88d6bfb7fe_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Лейбы,ЛЕЙБЫ,,,Лейбл,ЛЕЙБЛ,УПМ-4,Золото,"5,3х2,3 см",,,http://velmode.by/media/k2/items/cache/4a071c64184f6ed127d1b90fcde1a863_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-1,Золото,5х2 см,,,http://velmode.by/media/k2/items/cache/600eb6612b31632f6c618c9c012d873d_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-10,Золото,"2,2х2,5 см",,,http://velmode.by/media/k2/items/cache/d383d2a7f18b38f50f531c6f6759cc5a_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-11,Золото,"2,3х5,5 см",,,http://velmode.by/media/k2/items/cache/f5207093f4bafcb21c0c017e46b49f6e_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-12,Золото,"2,5х6,5 см",,,http://velmode.by/media/k2/items/cache/6c16f95e5837b7a15cc22a32eb72fad8_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-13,Золото,"2,6х4 см",,,http://velmode.by/media/k2/items/cache/63955aa9869cf7707ada1662dbfb31e2_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-14,Золото,"2х3,5 см",,,http://velmode.by/media/k2/items/cache/dbe05350458c15fa6c802fb686391131_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-15,Золото,"2х3,5 см",,,http://velmode.by/media/k2/items/cache/873514e130e46a244b5aae0b135db01f_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-16,Золото,"4,5х2,2 см",,,http://velmode.by/media/k2/items/cache/ea82697ed9755e975f3c7d735db2070c_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-17,Золото,"2,2х4 см",,,http://velmode.by/media/k2/items/cache/05a977f75c8bd421cf67e35678973f79_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-18,Золото,"1,5х2,2 см",,,http://velmode.by/media/k2/items/cache/71ab1197965a26d2e4379f8b23c36ebb_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-19,Золото,"1,7х3,5 см",,,http://velmode.by/media/k2/items/cache/157c6c6cd616f458d56a6caf427711f8_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-2,Золото,"6,5х2 см",,,http://velmode.by/media/k2/items/cache/8c4e7ddecfb739ef5c33c55621b27630_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-20,Золото,"0,7х2 см",,,http://velmode.by/media/k2/items/cache/7ab716354432ee12f19b58c60471093b_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-3,Золото,"1,3х3,5 см",,,http://velmode.by/media/k2/items/cache/3f670763861139bf2201e7bc224257d4_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-4,Золото,"1,4х3,5 см",,,http://velmode.by/media/k2/items/cache/e17bf28887a04e7713039bc3ae638d41_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-5,Золото,"1,5х2,5 см",,,http://velmode.by/media/k2/items/cache/d382bd8ae87d9139df6458192532657c_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-6,Золото,"1,7х3,3 см",,,http://velmode.by/media/k2/items/cache/d632334130a2b9d194362b7d857b88bf_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-7,Золото,"1,7х5 см",,,http://velmode.by/media/k2/items/cache/f9bbdeb62248e2fc4418a6935e64cf4c_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-8,Золото,"1,8х3,5 см",,,http://velmode.by/media/k2/items/cache/fff4548682445ceca36c12620f894d26_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПЗ-9,Золото,"1х3,3 см",,,http://velmode.by/media/k2/items/cache/c9e8d9069e929f4898939a62f1adcffd_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПС-1,Серебро,"3х3,5 см",,,http://velmode.by/media/k2/items/cache/778faba3e3dc8c6c6db24b403da494ae_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПС-2,Серебро,"2,3х3,5 см",,,http://velmode.by/media/k2/items/cache/e4c07973dbc8eb2f7380bdedc4201087_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПС-3,Серебро,"1,3х3,5 см",,,http://velmode.by/media/k2/items/cache/7d0d25bfcaa1421c2931a4f0387462aa_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПС-4,Серебро,2х3 см,,,http://velmode.by/media/k2/items/cache/274936c4b649c88ffad7944bfc7a744a_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Подвески,ПОДВЕСКИ,,,Подвеска,ПОДВЕСКА,ПС-5,Серебро,"1,7х2 см",,,http://velmode.by/media/k2/items/cache/7fb770f34c796f7501d3cf0f0dc39075_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-10,Золото,"11,5х4 см",,,http://velmode.by/media/k2/items/cache/f5ddf7bd97d01d87f4a7985398aea709_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-11,Золото,"15х4,5 см",,,http://velmode.by/media/k2/items/cache/4251dec72b18ac89643edfb7a8300016_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-12,Золото,"5,5х3 см",,,http://velmode.by/media/k2/items/cache/569585164bf57f8a1e8703b19497bdbc_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-13,Золото,"4,5х2 см",,,http://velmode.by/media/k2/items/cache/3f4808b525a42a0bb340252b3c0de1d3_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-14,Золото,4х6 см,,,http://velmode.by/media/k2/items/cache/4ddc75f1698994d05cf43f2316d7d33a_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-15,Золото,"4,5х3,5 см",,,http://velmode.by/media/k2/items/cache/c987a1b31fd3f1f08322280ca0954f48_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-16,Золото,"2,3х2,8 см",,,http://velmode.by/media/k2/items/cache/0692a4e584defe6544ca2abbf7dd2502_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-17,Золото,"0,8х3 см",,,http://velmode.by/media/k2/items/cache/d521b3285331148964fc0a459a826ae3_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-18,Золото,"2х1,8 см",,,http://velmode.by/media/k2/items/cache/eefd4fe8f589e64e0e66a4f2937ae4ae_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-2,Золото,"9,5х2 см",,,http://velmode.by/media/k2/items/cache/79e08f32fa8a036f84441baab7b7a7ff_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-20,Золото,3х2 см,,,http://velmode.by/media/k2/items/cache/fbb4b6a86e716d470f9aaf0dffc43cd5_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-21,Золото,"2х1,5 см",,,http://velmode.by/media/k2/items/cache/b42628f79a294675b36162209f86e045_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-22,Золото,"2,5х2 см",,,http://velmode.by/media/k2/items/cache/4e0d2946bafc44e656cf2886c0b75bb2_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-23,Золото,"2х1,3 см",,,http://velmode.by/media/k2/items/cache/144aba6c568fde2fce1a77afef2ebf5c_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-3,Золото,"7,5х2 см",,,http://velmode.by/media/k2/items/cache/821ee19c73076a9074fe1f4f0b493d5a_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-4,Золото,"6,5х2,5 см",,,http://velmode.by/media/k2/items/cache/9911ecbea07a30e7c89fdadbe8a058e8_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-5,Золото,"6,5х2 см",,,http://velmode.by/media/k2/items/cache/753a82091bdf93df272697e1f26229c2_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-6,Золото,"7,5х2 см",,,http://velmode.by/media/k2/items/cache/3bc7aa7f337d2b6d218588b9fca9e94f_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-7,Золото,"7х1,5 см",,,http://velmode.by/media/k2/items/cache/a8bfce1b35b25b98e185785e8a683747_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-8,Золото,"6,2х2,5 см",,,http://velmode.by/media/k2/items/cache/9962afd4d7801adbe96e49a2f2eab69f_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМЗ-9,Золото,10х4 см,,,http://velmode.by/media/k2/items/cache/60959e8d8c34f5c00b9627dfd768f462_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМН-1,Темное серебро,"6,2х1 см",,,http://velmode.by/media/k2/items/cache/daf30d03da42a5291604b3fcca07f0d0_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМН-2,Темное серебро,"2,5х2 см",,,http://velmode.by/media/k2/items/cache/ce11944b98d0742eead2b016a253afd2_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМС-1,Серебро,"4,8х2,5 см",,,http://velmode.by/media/k2/items/cache/ea91bb19891b6c623322a2cb25533741_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМС-2,Серебро,"1,8х3,7 см",,,http://velmode.by/media/k2/items/cache/0847d5211daa2cfcfde28d825aa07d5d_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМС-3,Серебро,"4х1,5 см",,,http://velmode.by/media/k2/items/cache/c75601cf4b798b9bb038a5b73c93d358_L.jpg
Металлодекор,МЕТАЛЛОДЕКОР,Протяжки,ПРОТЯЖКИ,,,Протяжка,ПРОТЯЖКА,ПРМС-4,Серебро,5х2 см,,,http://velmode.by/media/k2/items/cache/2cd9d1d7bb30511eb4cd517c131ae148_L.jpg
